================================================================================
动销品管理记录 - 2025-12-02
表名: ROA1_NL
记录时间: 2025-12-04 15:01:02
================================================================================

【统计信息】
日期：2025-12-02
上升期：15个
非上升期：206个
新增上升期：0个
新增非上升期：0个
更新为上升期：0个
由非上升期重回上升期：1个
！！！由上升期到非上升期：9个

【上升期商品】
商品数量: 15个

603308064391983 - 加入时间: 2025-12-02, Reason: None
603447650820606 - 加入时间: 2025-12-01, Reason: None
603456240726888 - 加入时间: 2025-12-01, Reason: None
603464830674352 - 加入时间: 2025-12-01, Reason: None
603465367547615 - 加入时间: 2025-12-02, Reason: None
603467515034630 - 加入时间: 2025-12-01, Reason: None
603478252433320 - 加入时间: 2025-12-01, Reason: None
603495432302512 - 加入时间: 2025-12-01, Reason: None
603497042934257 - 加入时间: 2025-12-01, Reason: None
603505632853767 - 加入时间: 2025-12-01, Reason: None
603518517777828 - 加入时间: 2025-12-01, Reason: None
603524960211461 - 加入时间: 2025-12-01, Reason: None
603524960246429 - 加入时间: 2025-12-01, Reason: None
603534087008536 - 加入时间: 2025-12-01, Reason: None
603534087021626 - 加入时间: 2025-12-01, Reason: None
603539992586157 - 加入时间: 2025-12-01, Reason: None
603544287573701 - 加入时间: 2025-12-01, Reason: None
603549119427635 - 加入时间: 2025-12-01, Reason: None
603553414358130 - 加入时间: 2025-12-01, Reason: None
603563614905153 - 加入时间: 2025-12-01, Reason: None
603564151807444 - 加入时间: 2025-12-01, Reason: None
603568446738403 - 加入时间: 2025-12-01, Reason: None
603568446769742 - 加入时间: 2025-12-01, Reason: None
603581331674528 - 加入时间: 2025-12-01, Reason: None
603584552909242 - 加入时间: 2025-12-01, Reason: None
603585626626256 - 加入时间: 2025-12-01, Reason: None
603589384728049 - 加入时间: 2025-12-01, Reason: None
603589921635552 - 加入时间: 2025-12-01, Reason: None
603594216581892 - 加入时间: 2025-12-01, Reason: None
603595827155152 - 加入时间: 2025-12-01, Reason: None
603608712071481 - 加入时间: 2025-12-01, Reason: None
603619986406221 - 加入时间: 2025-12-01, Reason: None
603625891972635 - 加入时间: 2025-12-01, Reason: None
603628576321652 - 加入时间: 2025-12-01, Reason: None
603637166259072 - 加入时间: 2025-12-01, Reason: None
603654346139017 - 加入时间: 2025-12-01, Reason: None
603656493576956 - 加入时间: 2025-12-01, Reason: None
603666157291805 - 加入时间: 2025-12-01, Reason: None
603666694160530 - 加入时间: 2025-12-01, Reason: None
603671525988379 - 加入时间: 2025-12-01, Reason: None
603675820959959 - 加入时间: 2025-12-01, Reason: None
603675820961752 - 加入时间: 2025-12-01, Reason: None
603677431582170 - 加入时间: 2025-12-01, Reason: None
603681726513943 - 加入时间: 2025-12-02, Reason: None
603684410877212 - 加入时间: 2025-12-01, Reason: None
603688168949280 - 加入时间: 2025-12-01, Reason: None
603703738240831 - 加入时间: 2025-12-01, Reason: None
603708033222681 - 加入时间: 2025-12-01, Reason: None
603720381210707 - 加入时间: 2025-12-01, Reason: None
603727360560955 - 加入时间: 2025-12-01, Reason: None
603731118637945 - 加入时间: 2025-12-01, Reason: None
603741856081190 - 加入时间: 2025-12-01, Reason: None
603741856100441 - 加入时间: 2025-12-01, Reason: None
603742392915461 - 加入时间: 2025-12-01, Reason: None
603752593499467 - 加入时间: 2025-12-01, Reason: None
603754740970607 - 加入时间: 2025-12-02, Reason: None
603761720299797 - 加入时间: 2025-12-01, Reason: None
603774068337352 - 加入时间: 2025-12-01, Reason: None
603776752649231 - 加入时间: 2025-12-01, Reason: None
603778900194392 - 加入时间: 2025-12-01, Reason: None
603783195163773 - 加入时间: 2025-12-01, Reason: None
603784805712942 - 加入时间: 2025-12-01, Reason: None
603786416331417 - 加入时间: 2025-12-01, Reason: None
603786953256826 - 加入时间: 2025-12-01, Reason: None
603787490116595 - 加入时间: 2025-12-01, Reason: None
603789100697686 - 加入时间: 2025-12-01, Reason: None
603796080045814 - 加入时间: 2025-12-01, Reason: None
603796080053729 - 加入时间: 2025-12-01, Reason: None
603806817438864 - 加入时间: 2025-12-01, Reason: None
603821312964459 - 加入时间: 2025-12-01, Reason: None
603823460454123 - 加入时间: 2025-12-01, Reason: None
603832050379187 - 加入时间: 2025-12-02, Reason: None
603834734757879 - 加入时间: 2025-12-01, Reason: None
603838492842194 - 加入时间: 2025-12-01, Reason: None
603842787780587 - 加入时间: 2025-12-01, Reason: None
603853525204275 - 加入时间: 2025-12-01, Reason: None
603854062105430 - 加入时间: 2025-12-01, Reason: None
603881979374197 - 加入时间: 2025-12-01, Reason: None
603883590004085 - 加入时间: 2025-12-01, Reason: None
603894327389608 - 加入时间: 2025-12-01, Reason: None
603896474866058 - 加入时间: 2025-12-01, Reason: None
603911507247497 - 加入时间: 2025-12-01, Reason: None
603920097230907 - 加入时间: 2025-12-01, Reason: None
603922244690384 - 加入时间: 2025-12-01, Reason: None
603930834617616 - 加入时间: 2025-12-01, Reason: None
603937813976851 - 加入时间: 2025-12-01, Reason: None
603958751938912 - 加入时间: 2025-12-01, Reason: None
603960899391433 - 加入时间: 2025-12-01, Reason: None
603964657528530 - 加入时间: 2025-12-01, Reason: None
603965731269901 - 加入时间: 2025-12-02, Reason: None
603974858045878 - 加入时间: 2025-12-01, Reason: None
603976468638039 - 加入时间: 2025-12-01, Reason: None
603977206858922 - 加入时间: 2025-12-01, Reason: None
603980226744388 - 加入时间: 2025-12-01, Reason: None
603982911131403 - 加入时间: 2025-12-01, Reason: None
603985058592603 - 加入时间: 2025-12-01, Reason: None
603985058612745 - 加入时间: 2025-12-01, Reason: None
603985327033084 - 加入时间: 2025-12-01, Reason: None
603988816665738 - 加入时间: 2025-12-01, Reason: None
603993111681127 - 加入时间: 2025-12-01, Reason: None
603997943475032 - 加入时间: 2025-12-01, Reason: None
604001701625186 - 加入时间: 2025-12-01, Reason: None
604003849081671 - 加入时间: 2025-12-01, Reason: None
604015123341662 - 加入时间: 2025-12-01, Reason: None
604017270831603 - 加入时间: 2025-12-01, Reason: None
604017270848004 - 加入时间: 2025-12-01, Reason: None
604029082032749 - 加入时间: 2025-12-01, Reason: None
604031766370381 - 加入时间: 2025-12-02, Reason: None
604034450699347 - 加入时间: 2025-12-02, Reason: None
604046798752950 - 加入时间: 2025-12-01, Reason: None
604049483119878 - 加入时间: 2025-12-01, Reason: None
604049483132694 - 加入时间: 2025-12-01, Reason: None
604059683681674 - 加入时间: 2025-12-01, Reason: None
604061831154631 - 加入时间: 2025-12-01, Reason: None
604062904903317 - 加入时间: 2025-12-01, Reason: None
604066126100813 - 加入时间: 2025-12-01, Reason: None
604066126106324 - 加入时间: 2025-12-01, Reason: None
604074716055463 - 加入时间: 2025-12-01, Reason: None
604083842816742 - 加入时间: 2025-12-01, Reason: None
604089748436740 - 加入时间: 2025-12-02, Reason: None
604094043402118 - 加入时间: 2025-12-01, Reason: None
604096727714601 - 加入时间: 2025-12-01, Reason: None
604101022683613 - 加入时间: 2025-12-01, Reason: None
604105586083300 - 加入时间: 2025-12-01, Reason: None
604120350051121 - 加入时间: 2025-12-01, Reason: None
604132698107736 - 加入时间: 2025-12-01, Reason: None
604135382458968 - 加入时间: 2025-12-01, Reason: None
604135382471046 - 加入时间: 2025-12-01, Reason: None
604139140536992 - 加入时间: 2025-12-01, Reason: None
604139677433569 - 加入时间: 2025-12-01, Reason: None
604143972354025 - 加入时间: 2025-12-01, Reason: None
604162762847282 - 加入时间: 2025-12-01, Reason: None
604163299750911 - 加入时间: 2025-12-01, Reason: None
604165447192929 - 加入时间: 2025-12-01, Reason: None
604166520974975 - 加入时间: 2025-12-01, Reason: None
604174037155729 - 加入时间: 2025-12-01, Reason: None
604192290744064 - 加入时间: 2025-12-01, Reason: None
604194975095490 - 加入时间: 2025-12-01, Reason: None
604199806977980 - 加入时间: 2025-12-01, Reason: None
604208396905117 - 加入时间: 2025-12-01, Reason: None
604225576743367 - 加入时间: 2025-12-01, Reason: None
604227187406033 - 加入时间: 2025-12-01, Reason: None
604231482320285 - 加入时间: 2025-12-01, Reason: None
604234166717396 - 加入时间: 2025-12-01, Reason: None
604245977845515 - 加入时间: 2025-12-01, Reason: None
604251346586018 - 加入时间: 2025-12-01, Reason: None
604252957174135 - 加入时间: 2025-12-01, Reason: None
604255641511760 - 加入时间: 2025-12-01, Reason: None
604270137040310 - 加入时间: 2025-12-01, Reason: None
604276579497887 - 加入时间: 2025-12-01, Reason: None
604278727012456 - 加入时间: 2025-12-01, Reason: None
604285169409821 - 加入时间: 2025-12-01, Reason: None
604291611900556 - 加入时间: 2025-12-01, Reason: None
604292148743181 - 加入时间: 2025-12-01, Reason: None
604292148750608 - 加入时间: 2025-12-01, Reason: None
604298054327778 - 加入时间: 2025-12-01, Reason: None
604302886174719 - 加入时间: 2025-12-01, Reason: None
604308791783957 - 加入时间: 2025-12-01, Reason: None
604311476115338 - 加入时间: 2025-12-01, Reason: None
604315771070181 - 加入时间: 2025-12-01, Reason: None
604317381709555 - 加入时间: 2025-12-01, Reason: None
604321676633590 - 加入时间: 2025-12-01, Reason: None
604321676673645 - 加入时间: 2025-12-01, Reason: None
604324361016937 - 加入时间: 2025-12-01, Reason: None
604328655964173 - 加入时间: 2025-12-01, Reason: None
604338856524614 - 加入时间: 2025-12-01, Reason: None
604345835856844 - 加入时间: 2025-12-01, Reason: None
604349593921274 - 加入时间: 2025-12-01, Reason: None
604349593952017 - 加入时间: 2025-12-01, Reason: None
604384490545309 - 加入时间: 2025-12-01, Reason: None

================================================================================
