================================================================================
动销品管理记录 - 2025-12-16
表名: ROA1_PL
记录时间: 2025-12-17 18:13:24
================================================================================

【统计信息】
日期：2025-12-16
上升期：1个
非上升期：78个
新增上升期：0个
新增非上升期：0个
更新为上升期：0个
由非上升期重回上升期：0个
！！！由上升期到非上升期：4个

【上升期商品】
商品数量: 1个

603585089790112 - 加入时间: 2025-12-16, Reason: None
603921707817707 - 加入时间: 2025-11-25, Reason: None
603930297780816 - 加入时间: 2025-11-13, Reason: None
603933518956228 - 加入时间: 2025-11-25, Reason: None
603934592747961 - 加入时间: 2025-12-07, Reason: None
603938887679647 - 加入时间: 2025-11-16, Reason: None
603939961456812 - 加入时间: 2025-11-04, Reason: None
603943719543314 - 加入时间: 2025-11-10, Reason: None
603944256430889 - 加入时间: 2025-10-28, Reason: None
603949625095212 - 加入时间: 2025-10-18, Reason: None
603952309491941 - 加入时间: 2025-11-11, Reason: None
603962510021837 - 加入时间: 2025-12-07, Reason: None
603972710546917 - 加入时间: 2025-12-11, Reason: None
603978616130519 - 加入时间: 2025-10-29, Reason: None
603985327009954 - 加入时间: 2025-11-11, Reason: None
603991501023290 - 加入时间: 2025-12-01, Reason: None
603991501061623 - 加入时间: 2025-11-16, Reason: None
603992037884180 - 加入时间: 2025-12-07, Reason: None
604003312221732 - 加入时间: 2025-11-27, Reason: None
604019686793004 - 加入时间: 2025-10-15, Reason: None
604030692649160 - 加入时间: 2025-12-06, Reason: None
604032303223214 - 加入时间: 2025-11-25, Reason: None
604060220544293 - 加入时间: 2025-11-24, Reason: None
604063978624758 - 加入时间: 2025-12-14, Reason: None
604068273558092 - 加入时间: 2025-12-11, Reason: None
604077400366398 - 加入时间: 2025-11-07, Reason: None
604077937251408 - 加入时间: 2025-12-08, Reason: None
604078474116129 - 加入时间: 2025-11-19, Reason: None
604079547900957 - 加入时间: 2025-11-09, Reason: None
604095654014032 - 加入时间: 2025-12-01, Reason: None
604103170190736 - 加入时间: 2025-11-21, Reason: None
604104243931308 - 加入时间: 2025-12-01, Reason: None
604104243948229 - 加入时间: 2025-10-25, Reason: None
604110686402461 - 加入时间: 2025-11-11, Reason: None
604120350074878 - 加入时间: 2025-10-11, Reason: None
604125718794932 - 加入时间: 2025-10-05, Reason: None
604166520995242 - 加入时间: 2025-11-10, Reason: None
604193364477022 - 加入时间: 2025-12-05, Reason: None
604196585735617 - 加入时间: 2025-11-24, Reason: None
604205712542613 - 加入时间: 2025-12-03, Reason: None
604205712571618 - 加入时间: 2025-10-19, Reason: None
604207323158368 - 加入时间: 2025-11-23, Reason: None
604209135089771 - 加入时间: 2025-11-09, Reason: None
604242219730169 - 加入时间: 2025-12-13, Reason: None
604252084743154 - 加入时间: 2025-12-11, Reason: None
604255104631844 - 加入时间: 2025-10-31, Reason: None
604263157748929 - 加入时间: 2025-11-03, Reason: None
604270673918870 - 加入时间: 2025-12-12, Reason: None
604272284507795 - 加入时间: 2025-11-16, Reason: None
604273895174120 - 加入时间: 2025-11-16, Reason: None
604290001270038 - 加入时间: 2025-11-29, Reason: None
604291611858965 - 加入时间: 2025-11-19, Reason: None
604301275581543 - 加入时间: 2025-12-13, Reason: None
604322750415045 - 加入时间: 2025-11-23, Reason: None
604325434743273 - 加入时间: 2025-11-01, Reason: None
604327582232291 - 加入时间: 2025-11-25, Reason: None
604331340306100 - 加入时间: 2025-11-23, Reason: None
604358720745791 - 加入时间: 2025-11-24, Reason: None
604361405073912 - 加入时间: 2025-12-08, Reason: None
604366236946388 - 加入时间: 2025-12-01, Reason: None
604366773835298 - 加入时间: 2025-11-17, Reason: None
604367310662887 - 加入时间: 2025-11-20, Reason: None
604372679412412 - 加入时间: 2025-12-12, Reason: None
604376437474927 - 加入时间: 2025-11-30, Reason: None
604393080470671 - 加入时间: 2025-11-05, Reason: None

================================================================================
